URL,Question Date,Question,Answer Date,Answer,Doctor,Job,Specialization,Location
https://www.dica33.it/esperto-risponde/domanda-emicrania-e-acufeni-307259.asp,2022-01-17,"Salve ho 36 anni da novembre scorso dopo uso prolungato di auricolari per circa 3 mesi, soffro di acufeni bilaterali, ho effettuato in data 6. 12 visita dall’otorino, con referto dermatite bilaterale, ha confermato ipoacusia al lato sinistro, già diagnosticata nel 2012, con piccolo calo anche a destra, a suo avviso gli acufeni dipendono da questo. Dal 16. 12 avverto mal di testa in particolare tempie e occhi, i dolori sono discontinui nell’arco della giornata, ed in 3 occasioni ho dovuto assumere antidolorifico. Ho effettuato visita dal medico di base che mi ha prescritto cura per sinusite, aereosol per 6 giorni mattina e sera ritenendo che i dolori possano derivare da un’infiammazione dei seni paranasali. Possibile senza muco e raffreddore? Le significo altresì che ho disfunzione ATM con rumore all’apertura al lato destro. Sono in ansia da cosa potrebbero dipendere questi sintomi?",2011-02-21,,MASSIMO DEGLI INNOCENTI,,Otorinolaringoiatria,Prato (PO)
https://www.dica33.it/esperto-risponde/domanda-fastidio-alla-gola-307286.asp,2022-01-18,"Da circa un mese che avverto, non in modo continuativo ma frequentemente, un fastidio alla gola, come se fosse irritata, e il naso inumidito, soprattutto nelle ore in cui uso la mascherina FPP 2, . Da qualche giorno sto facendo, su consiglio del medico, dell'aerosol con aluneb. Sono stato discretamente bene per due giorni, tanto che ho pensato che stava passando, poi oggi nel pomeriggio è ritornata la predetta sintomatologia. Cosa può essere? Grazie",2011-02-21,,MASSIMO DEGLI INNOCENTI,,Otorinolaringoiatria,Prato (PO)
https://www.dica33.it/esperto-risponde/domanda-reflussi-laringofaringei-307275.asp,2022-01-18,"Salve, Da qualche anno soffro di problemi che principalmente mi prende alla gola. In base alla sintomatologia credo di soffrire di reflussi laringo-faringei. Ho una presenza costante di un boo faringeo, una presenza di muchi in gola e nonostante provi ad espellerli continuano a riformarsi continuamente 24 ore su 24, questo è il fastidio principale che ha abbassato la mia qualitá di vita. La mattina provo costantemente dolore alla gola, inoltre ho effettuato una gastroscopia e ha evidenziato una gastroduodenite. Vorrei sapere quale potrebbe essere una terapia efficace per ridurre ed eliminare tale disturbo.",2011-02-21,,MASSIMO DEGLI INNOCENTI,,Otorinolaringoiatria,Prato (PO)
https://www.dica33.it/esperto-risponde/domanda-orecchio-dx-tappato-307648.asp,2022-02-03,"Buongiorno. sono un quasi 48enne ""possessore"" di rinite cronica, che mi porta ad avere sempre muco in gola, spt la mattina appena alzato (piccole quantità di schifoso catarro giallo scuro che devo espettorare), noto pure da molto tempo (7 anni) che spesso, ma non sempre, soffiandomi il naso, sollecitando la narice sx, (con fuoriuscita di muco molto limitato), sento che l orecchio dx si ""apre"". Avverto pure sempre da circa 7 anni un acufene, (che cmq mi xmette di dormire bene la notte e che avverto solo in momenti di totale silenzio) mi pare piu proveniente dall orecchio dx. Nel 7/2020 ho fatto visita otorinolaringoiatra, (al quale specialista ho riferito quanto scritto sopra), nella quale è stata riscontrata una xdita di udito orecchio dx del 10 massimo 15%. Nessun altra anomalia. Grazie per risposta.",2011-02-21,,MASSIMO DEGLI INNOCENTI,,Otorinolaringoiatria,Prato (PO)
https://www.dica33.it/esperto-risponde/domanda-post-covid-307525.asp,2022-01-28,"Una parente ha avuto leggera infezione da covid dopo. Aveva terzq dose, di vaccino. Ora ha catarro ed è negativa al covid. Può prendere antibiotico?",2011-02-21,"Per il catarro non servono gli antibiotici. Favorire l'espulsione con sulfumigi di acqua con un pizzico di bicarbonato.

Dott. Pantaleo BOCCIA
Anatomia Patologica
Medicina Estetica
Omeopatia
Specialista in Anatomia patologica
Specialista in Medicina alternativa (omeopatia, agopuntura. . . )",PANTALEO BOCCIA,Anatomia Patologica,Anatomia patologica,
https://www.dica33.it/esperto-risponde/domanda-dosaggio-307048.asp,2022-01-09,"Vorrei sapere quale il dosaggio per paziente di 85 kg, di amoxicillina e acido clavulanico teva group, 80 mg/11, 4 mg/ml. Grazie",2011-02-21,"Dipende per cosa è stato prescritto, può essere per 2 o x 3. Chieda al medico prescrittore

Dott. NATALE CALOMINO
Universitario",NATALE CALOMINO,Universitario,,
https://www.dica33.it/esperto-risponde/domanda-vertigini-posizionali-306437.asp,2021-12-06,"Salve, a metà Novembre inizio a soffrire di vertigini parossistiche posizionali, vado dall'otorino dopo una settimana (credevo fossero vertigini cervicale invece no), mi diagnostica canalolitiasi CSL sin, mi fa una manovra che sembra sul momento liberarmi, se non fosse che tornando a casa le vertigini ritornano ancora anche se meno forti di prima, ritorno settimana successiva e mi viene fatta ulteriore manovra, l'otorino riporta quanto segue:"" eseguite manovre posizionali con comparsa di fini scosse di Ny esauribile a sin, si esegue manovra BBQ. Non vertigini ne' ny in decubito laterale sin"". Da allora qualche giorno dopo mi compare un'altra vertigine mentre sono a letto ma molto breve, io mi rigiro e da allora le vertigini oggettive si fermano. Il problema è che da giorni persiste un senso di vertigine soggettiva molto forte, ho senso di sbandamento ad ogni movimento della testa e quando sono seduta mi sento come se fossi su una barca, è come se fossi ad un passo dall'avere la vertigine oggettiva che però non arriva. Devo fare ulteriori controlli o è uno strascico degli otoliti? Alle vertigini si accompagna da metà novembre anche un forte dolore al collo dal lato dell'orecchio sinistro che ancora persiste, quando mi stendo poi mi fischia l'orecchio.",2011-02-21,"Dato il persistere della sua sindrome vertiginosa, prima di procedere con altre manovre, effettuerei una Rx colonna cervicale in duplice proiezione ed un'ecocolordoppler TSA (tronchi sovraortici)",FABIO TRECATE,Casa di cura convenzionata,Fisiatria,Milano (MI)
https://www.dica33.it/esperto-risponde/domanda-placche-306067.asp,2021-11-16,"Buongiorno, ieri mia figlia di 14 anni ha effettuato la prima dose di vaccino anticovid, tornando a casa però ci siamo accorti che ha delle placche in gola. E possibile somministrare antibiotici?",2011-02-21,Certo. Anche perché le placche sono causate da batteri e senza antibiotico non si risolvono solitamente.,RUGGERO DI TIZIO,,Medicina estetica,Spoltore (PE)
https://www.dica33.it/esperto-risponde/domanda-naso-305708.asp,2021-10-25,"Soffro di sinusite, circa un mese fa mi sono raffreddata e soprattutto la narice dex mi fa malissimo al passaggio dell'aria è secchissima piena di crosticine. Ho usato vari gel e spray ma con pochissimo risultato. Cosa posso fare? Grazie x la risposta Lucia",2011-02-21,TC massiccio facciale senza mezzo di contrasto,ACHILLE GIORGIO COLOMBO,,Otorinolaringoiatria,MILANO (MI)
https://www.dica33.it/esperto-risponde/domanda-trago-orecchie-305447.asp,2021-10-08,Mi sono accorta di avere due palline che si sentono al tatto vicino al Trago da ambedue le orecchie cosa potrebbero essere ? Grazie,2011-02-21,"Nel caso siano presenti fin dall'infanzia, si tratta di innocue appendici costituite in genere da cute, talora hanno nche un contenuto cartilagineo. Se la loro presenza comporta disagio è possibile rimuoverle chirurgicamente con anestesia locale",ALBERTO SCROCCA,Universitario,Chirurgia plastica ricostruttiva,Napoli (NA)
https://www.dica33.it/esperto-risponde/domanda-sangue-naso-305509.asp,2021-10-12,"Salve, ultimamente soffrivo di muco secco e spesso perdite di sangue soprattutto nel buco stesso. Per questo motivo mi sono rivolta ad un otorino il quale mi ha detto che soffro di secchezza nasale e mi ha prescritto lavaggi con acqua isotonica. Il problema è che non ho risolto. Quest’acqua è utile per la pulizia ma non per la formazione di questo muco secco. Di conseguenza tempo una settimana mi si forma di nuovo e fa uscire il sangue (anche non tocco il muco esce sempre del sangue). Ormai sono mesi che mi succede. Come posso risolvere?",2011-02-21,proverei con una pomata nasale tipo Naricoss o Abiostil,ACHILLE GIORGIO COLOMBO,,Otorinolaringoiatria,MILANO (MI)
https://www.dica33.it/esperto-risponde/domanda-anesmia-303807.asp,2021-07-20,Come si può diagnosticare o accertare per avere una piccola invaldità da aggiungere alle altre che ho. Anesmia dovuta in seguito ad un grave trauma cranico avuto nel 2010 con conseguenza di perdita completa dell’udito DX e frattura della rocca petrosa. Grazie,2011-02-21,Buongiorno Sono sempre più diffusi test olfattometrici che consentono di valutare l'entità dell'odorato e quindi se si tratta di anosmia (perdita completa dell'olfatto) o di iposmia (perdita parziale dell'olfatto).  Dovrebbe rivolgersi ad un reparto di Otorinolaringoiatria e chiedere se hanno a disposizione il test  Distinti saluti,MASSIMO MAGNANI,Medico Ospedaliero,Audiologia e Foniatria,RUBICONE (FC)
https://www.dica33.it/esperto-risponde/domanda-tiroide-303853.asp,2021-07-22,"Buongiorno, volevo chiedere un informazione sulla tiroide Qualche settimana fa ho fatto una visita dall'endocrinologa. Nel visitarmi, ha premuto piuttosto forte sulla zona del collo per cercare i lobi della tiroide ( avendo ipotiroidismo congenito lobo sx quasi inesistente e dx molto piccolo ) Volevo chiedere se questo tipo di visita potrebbe scaturire qualche avversa strana reazione sulla tiroide o i linfonodi. Grazie",2011-02-21,"La sua eEndocrinologa è da apprezzare, l'ha visitata. La visita non è data solo da esami ematochimici o strumentali. . . Richiede anche osservazione, palpazione ed auscultazione",FABIO TRECATE,Casa di cura convenzionata,Fisiatria,Milano (MI)
https://www.dica33.it/esperto-risponde/domanda-ciste-mediana-del-collo-parte-dx-302830.asp,2021-06-12,"Buongiorno dottore Ho trovato un rigonfiamento sul collo ed ho subito fatto un'ecografia tiroidea dalla quale si evince una ciste mediana del collo posizionata al di sopra della tiroide sulla parte dx del collo di 6, 4 cm cosa si fa in questi casi si aspira o si elimina chirurgicamente mi hanno detto che e una formazione benigna Aspetto. Sue in merito grazie",2011-02-21,"Buongiorno Da quello che scrive non si capisce bene. Se è una cisti mediana è al centro del collo, e potrebbe trattarsi di una cisti del dotto tireoglosso. Se è sulla parte destra del collo è un a cisti laterale, e potrebbe essere una cisti branchiale cioè un residuo di branchie che abbiamo quando ancora siamo nell'utero e ci stiamo formando. Consiglierei un agoaspirato e una TC, soprattutto se laterale, per vedere i rapporti con gli organi circostanti. In ogni caso, considerando le dimensioni probabilmente va asportata chirurgicamente.",MASSIMO MAGNANI,Medico Ospedaliero,Audiologia e Foniatria,RUBICONE (FC)
https://www.dica33.it/esperto-risponde/domanda-ragade-narice-302848.asp,2021-06-13,"Buonasera, è da febbraio che combatto con un problema al naso. Inizialmente ho avuto una crosta che è guarita con difficoltà. Successivamente mi sono comparsi dei foruncoli all'interno del naso durati qualche giorno, e una ragade alla narice che ad oggi non vuole andar via. Inoltre all'interno del naso mi si forma come una pellicina bianca facilmente removibile. Sono andata più volte dall'otorino che mi sta curando la ragade con betadine e pomata ""rinote"" ma senza grande successo. Cosa posso fare? Lo specialista mi sembra essere in alto mare, non si spiega neanche lui il persistere di questa ragade. . Invece per quanto riguarda la ""pellicina"" bianca che si forma continuamente all'interno mi dice che non è preoccupante. Mi piacerebbe avere un vostro parere. È normale tutto questo? Devo approfondire ulteriormente? Grazie mille.",2011-02-21,Ha fatto un tampone nasale con antibiogramma?,MASSIMO MAGNANI,Medico Ospedaliero,Audiologia e Foniatria,RUBICONE (FC)
https://www.dica33.it/esperto-risponde/domanda-nodo-gola-300982.asp,2021-03-18,"Salve, è da un po' di tempo, che senza farci caso sento la gola appesantita e di conseguenza spesso mi sento un nodo in gola, oggi mangiando un piatto di gnocchi ha iniziato a farmi male di più, e darmi un fastidio, come se ci fosse qualcosa in gola. . . precedentemente mi era successo solo quando alzavo la voce, mi si abbassava la voce e deglutivo con difficoltà. . . Stavolta però non ho urlato e non so da quanti giorni ce l'ho di preciso. . . Cosa potrebbe essere? Al momento sto prendendo una capsula antimicotica per un problema intimo. . . A volte sento pesantezza allo stomaco. Grazie in anticipo per la risposta.",2011-02-21,"Buongiorno, potrebbe trattarsi di reflusso laringo faringeo per cui sarebbe opportuno effettuare una laringoscopia a fibre ottiche ed eventualmente un consulto Gastroenterologico",IGNAZIO LA MANTIA,,Audiologia e Foniatria,Catania (CT)
https://www.dica33.it/esperto-risponde/domanda-augmentin-302093.asp,2021-05-11,"Buongiorno, mia figlia ha 9 anni, pesa 35 kg, Ha otite e mal di gola. Che dose giornaliera devo dargli?",2011-02-21,"12 ml per 2 volte al dì di sospensione orale oppure, se è in grado di deglutire una 1/2 COMPRESSA da 1 grammo: 1/2 compressa ogni 12 ore, per almeno una settimana di terapia.",ALBERTO RAIMONDI,Specialista attività privata,Farmacologia,Lodi (LO)
https://www.dica33.it/esperto-risponde/domanda-ticchettio-nelle-orecchie-301364.asp,2021-04-04,"Buongiorno, da un po' di tempo, quando faccio la mia corsa quotidiana sento Nell orecchio dx un fastidioso ticchettio per tutta la durata della sessione. Non mi era mai successo, cosa può essere?",2011-02-21,"Buongiorno, potrebbe trattarsi di un disturbo dell’articolazione temporo mandibolare!",IGNAZIO LA MANTIA,,Audiologia e Foniatria,Catania (CT)
https://www.dica33.it/esperto-risponde/domanda-cisti-al-trago-301405.asp,2021-04-06,"Salve, 15 gg fa mi sono accorta di avere un rigonfiamento doloroso nella parte dell' orecchio esterna, credo si chiami trago, vorrei sapere se si può curare e come o se necessita dell' intervento chirurgico, grazie.",2011-02-21,"Buongiorno, potrebbe essere una semplice infiammazione cutanea causata da trattamento (in questo caso trattabile con farmaci anche solo tipici) o una neoformazione cistica nel qual caso è indicato il trattamento chirurgico.",IGNAZIO LA MANTIA,,Audiologia e Foniatria,Catania (CT)
https://www.dica33.it/esperto-risponde/domanda-perdita-olfatto-post-covid-300691.asp,2021-03-04,"Salve dottore, ho avuto il Covid da paucisintomatico (qualche colpo di tosse, dolori alla zona del petto, sapori disgustosi provati di tanto in tanto, fastidio alla gola, non dolente in senso proprio ma senso di occlusione, quasi di strozzamento, malgrado i valori normali di saturazione riscontrati col saturimetro, non ho avuto febbre e ho riscontrato la perdita del solo olfatto e non del gusto). Il tampone positivo risale al 29 gennaio, Sono negativo dal 16 febbraio, ma ancora non ho riacquistato appieno l'olfatto (il fastidio alla gola pare stia scemando giorno per giorno) volevo chiedere cosa fare affinché torni appieno l'olfatto, se ci sono cure o integratori del sistema nervoso periferico indicati allo scopo (o magari cortisonici). Grazie",2011-02-21,"La perdita dell'olfatto dopo COVID è un effetto comune ma reversibile anche se non in tutti i casi. E' dovuto al danno neurologico. Per ripristinarlo suggerisco integratori con acetilcarnetina oppure palmitoiletanolamide per due tre mesi, .",PATRIZIO SCHINCO,Medico Ospedaliero,Geriatria,TORINO (TO)
https://www.dica33.it/esperto-risponde/domanda-informazioni-300217.asp,2021-02-08,I seni paranasali sono normopneumatizzati. Il setto nasale deviato a dx. Le vie aeree sonopervie. Mi devo preoccupare? Grazie per la risposta. Il ragazzino ha 16 anni.,2011-02-21,No.,LORENZO GIANNANTONIO,Igiene,Igiene e medicina preventiva,Mare (CH)
https://www.dica33.it/esperto-risponde/domanda-estrazione-tappo-di-cerume-298895.asp,2020-11-20,Salve vorrei sapere se e' normale avere l'orecchio che sembra più tappato a 2 ore dall'estrazione di un tappo di cerume,2011-02-21,"Potrebbe essere causato da una sottostante otite esterna, se il sintomo dovesse protrarsi per più di un giorno è meglio farsi visitare. Eviti di instillare gocce di alcun tipo.",LORENZO GIANNANTONIO,Igiene,Igiene e medicina preventiva,Mare (CH)
https://www.dica33.it/esperto-risponde/domanda-tappi-auricolari-per-dormire-297960.asp,2020-09-17,"Salve. Sono costretta ad utilizzare tappi auricolari per dormire, attualmente sto usando quelli in schiuma, ne ho provati diversi della principale marca sul mercato. Alcuni giorni mi sveglio con il canale uditivo indolenzito e a volte addirittura dolorante, come oggi: l'utilizzo prolungato dei tappi può danneggiare le orecchie (peraltro sono stata operata di miringoplastica 20 anni fa)? Considerando l'uso prolungato nel tempo e il fastidio attuale, conviene che prenda in considerazione tappi personalizzati? Grazie.",2011-02-21,N on specifica il motivo per cui è necessario usare i tappi auricolari forse per attenuare i rumori ambientali? Se può farfare a meno meglio in quanto l uso dei tappi può favorire le otiti esterne.,ANGELO RAFFAELE CHIMIENTI,,Malattie infettive,Taranto (TA)
https://www.dica33.it/esperto-risponde/domanda-sensazione-di-soffocamento-e-gonfiore-stomaco-297746.asp,2020-09-02,"Salve, sono una ragazza di 19 anni. Da due settimane avverto costantemente un senso di soffocamento, come se avessi qualcosa in gola. Tutto è cominciato dopo aver pranzato, avevo mangiato per la prima volta un panino alla curcuma, quindi ho ipotizzato che potesse essere una reazione allergica. Ho fatto una visita dall'otorino e un'altra da uno pneumologo, un'ecografia all'addome e non è venuto fuori nessun problema. I dottori suppongono che sia dovuto al reflusso, per cui mi hanno prescritto una cura con gaviscon e lansox per almeno 15 giorni. Io però ho qualche dubbio perché nonostante io abbia avuto episodi di reflusso in passato, questa volta non accuso il bruciore allo stomaco e inoltre trovo sollievo solo stando stesa (invece quando si ha il reflusso dovrebbe essere il contrario). Durante queste due settimane, oltre al nodo in gola ho sofferto di male alle orecchie, gonfiore di stomaco, a volte anche senso di nausea e tachicardia. Inoltre sembra che abbia difficoltà a digerire qualsiasi cosa. Non ho appetito e sto perdendo anche peso. Mi hanno suggerito di fare anche il test per l'helicobacter pylori, però mi hanno detto che potrò farlo solo quando terminerò la cura con la protezione allo stomaco. Alcuni medici hanno ipotizzato che potesse essere lo stress, ma francamente sono in vacanza e non ho nulla per cui essere stressata ora. Non soffro di altre patologie, ho solo una malocclusione ai denti e ho avuto da bambina problemi alla mandibola. Cosa mi consigliate di fare? Inoltre pensate che sia il caso di fare una gastroscopia? Se sì posso farla anche se sto prendendo protezione per lo stomaco e gaviscon da una settimana? Spero davvero possiate aiutarmi perché questa situazione sta influenzando negativamente tutte le mie giornate. Grazie in anticipo.",2011-02-21,"Provi a sorseggiare un bicchiere di acqua tiepida quando ha la sensazione di soffocamento, potrebbero essere spasmi esofagei, un disturbo benigno.",LORENZO GIANNANTONIO,Igiene,Igiene e medicina preventiva,Mare (CH)
https://www.dica33.it/esperto-risponde/domanda-sensazione-sbandamento-e-acufene-296083.asp,2020-04-28,"Buon giorno, da ormai 7 giorni soffro di sensazione di stare in barca (o come se fossi sempre un po' ubriaca). Tutto è nato dopo una sessione di allenamento di poledance (che pratico da ormai 4 anni, ma ero ferma da quasi 2 mesi). Dopo aver fatto una sessione dove forse ho girato un po troppo sul palo a velocità sostenuta, ho avvertito giramento di testa e fastidi, che mi sembravano risolti dopo 2 ore. Il giorno dopo la sera ho avvertito un acutizzarsi dell'acufene (che ho da ormai 2 anni) e dal giorno dopo sono iniziati i problemi all'equilibrio. Se cammino va meglio, ma appena mi siedo, soprattutto se devo lavorare a pc, mi sembra di continuare ad ondeggiare. . Posso aver danneggiato qualcosa a livello dell'orecchio interno? non so più cosa fare per far passare questa fastidiosissima sensazione che ormai dura da 7 giorni. La ringrazio",2011-02-21,"Buongiorno, le informazioni fornite sono un po’ vaghe ma potrebbe trattarsi di un problema postura le più che una vertigine “vera”! Le consiglierei di eseguire una valutazione Oto Vestibolare per escludere patologie dei labirinti. Per il momento, senza una diagnosi precisa, potrebbe provare ad assumere un integratore (VERTIGOVAL) per almeno una decina di giorni. Cordialmente",IGNAZIO LA MANTIA,,Audiologia e Foniatria,Catania (CT)
https://www.dica33.it/esperto-risponde/domanda-scolo-retro-nasale-di-muco-in-gola-296105.asp,2020-04-29,"Da circa tre mesi, lamento scolo retro nasale di muco in gola; e qualcosa in gola che mi fa deglutire con difficoltà. L'antibiotico, lo spray, l'aerosol, e l'antiallergico, non hanno curato tale patologia. Ho pressione alta e aritmia cardiaca per cui assumo regolarmente losartan, omeprazolo, sotalolo e eliquis. E spesso ho il reflusso gastro-esofageo. Grazie e cordiali saluti. Salerno, 29/04/2020 Una donna anziana",2011-02-21,"Buongiorno, il reflusso potrebbe essere la causa del disturbo ma in ogni caso è necessario eseguire una rinolaringoscopia per accertare la causa del disturbo. In attesa proverei ad effettuare lavaggi nasali con una soluzione salina ipertonica arricchita con acido ialuronico e mi farei prescrivere dal MMG un ALGINATO da assumere dopo pranzo e prima di coricarsi la sera.",IGNAZIO LA MANTIA,,Audiologia e Foniatria,Catania (CT)
